Project_Name,Project_id,Start_date,End_date,Introduction,Project_province,Category,Status
医心胰意救助儿童,53402958592092104BG47468,2021/5/18,2021/11/14,为河南省内符合条件的1型糖尿病患病儿配备胰岛素泵及耗材,河南省,疾病救助,1
AED机“救”在你身边,53182940578779669HB58321,2021/5/18,2021/11/14,救命神器AED机,天津市,疾病救助,1
萤火虫单亲母亲关爱,53767974997312822BX91518,2021/5/18,2021/11/14,创新方式，深化服务，撬动社会资源参与关爱帮扶单亲母亲,广东省,济困救灾,1
一本书的力量,53892465890097787FT89503,2021/5/18,2021/11/14,点亮满天星 书送新希望•红色经典进乡村,江苏省,教育助学,1
禾苗守护者计划,53181053598640487MJ96935,2021/5/18,2021/11/14,改善困境儿童生活状况，促进困境儿童健康成长,重庆市,济困救灾,1
宝贝紧急救援计划,53795893441704036OV83515,2021/5/18,2021/11/14,给予重疾宝贝儿童群体关爱与援助。,全国范围,疾病救助,1
姐妹患病，父难支撑,53819675559554354HX43459,2021/5/18,2021/11/14,身患白血病的小洁，高昂的化疗费用无力承担,安徽省,疾病救助,1
生命曙光点亮计划,53929404609512988SO19180,2021/5/18,2021/11/14,对全国范围内的困境大病患者开展救助。,全国范围,疾病救助,1
益心华泰 一个明天,53967386910453638SR69810,2021/5/18,2021/11/14,提升留守儿童综合素质，助力乡村教师发展，促进教育公平。,全国范围,教育助学,1
德益青年公益行动,53458242821711195HI18839,2021/5/18,2021/11/14,鼓励和支持青年实践公益，关注回应社会问题。,广东省,其他,1
变废为宝,53760834481001172BK40096,2021/5/18,2021/11/14,每一元可以减少一次环境污染,陕西省,自然保护,1
暖心服务站,53908557416244268QN88754,2021/5/18,2021/11/14,为农村社区一老一小的提供[家]的关爱,全国范围,济困救灾,1
先心患者心希望,53139938239802696ZD16143,2021/5/18,2021/11/14,给先心患者一个心希望,新疆维吾尔自治区,疾病救助,1
助大病患者重获新生,53352393779392379CZ80460,2021/5/18,2021/11/14,捐献一份爱心，赠与他人一次重生,河北省,疾病救助,1
助病危患者渡难关,53855533225532222OW30132,2021/5/18,2021/11/14,让每一位患者不因经济原因而丧失希望。,全国范围,疾病救助,1
OTO助学圆梦计划,53464020830412484BK79154,2021/5/18,2021/11/14,帮助困难学生有学可上，有习可学，在未来能有更多的选择。,全国范围,教育助学,1
城市之光公益研学,53485683853235381QS83157,2021/5/18,2021/10/31,一次刻骨铭心的公益研学，拓宽留守和困境儿童的[世界]。,江西省,教育助学,1
白内无障，重见光明,53287770152959154SZ96975,2021/5/18,2021/11/14,为困难患者手术提供补贴，让更多白内障患者重见光明。,全国范围,疾病救助,1
留守儿童的卫生课,53121078438941949YB55579,2021/5/18,2021/11/14,给留守儿童送清洁包，讲卫生课，帮助他们养成良好卫生习惯,重庆市,教育助学,1
治河修路振兴乡村,53337006433139819NC30880,2021/5/18,2021/11/14,为地区农村改善河流，道路，提高居民生活，振兴乡村,河南省,济困救灾,1
耄耋之乐为老服务,53540142101626473RH17719,2021/5/18,2021/11/1,为留守老人提供精神及物质帮助,山东省,济困救灾,1
童行动 同行动,53252387874889304ZB60791,2021/5/18,2021/11/14,送病房里的孩子一个心愿礼物，帮孩子们圆梦。,全国范围,济困救灾,1
我想有个温暖的家,53931439166391505AG42200,2021/5/18,2021/11/14,为异地大病贫困儿童在津就医期间提供生活帮扶,天津市,济困救灾,1
自信笑容从齿开始,53416129739221757HY24733,2021/5/18,2021/11/14,为青少年提供口腔治疗救助，让他们回归自信,江西省,其他,1
残障孤儿特教帮扶,53952993754085988QZ75800,2021/5/18,2021/11/14,每10元一次特教机会，增添残障孤儿踏入社会的一点希望。,河南省,教育助学,1
初心公益计划,53865076731435075MO70595,2021/5/18,2021/11/14,动员公众为发展滞后地区学校儿童捐赠课外书籍和爱心书包。,全国范围,教育助学,1
肿瘤患者关爱计划,53114614266371920BH86323,2021/5/18,2021/11/14,救助恶性肿瘤患者，筹集治疗费用，助他们早日康复。,全国范围,疾病救助,1
微心愿圆梦行动,53194259355228584BZ59754,2021/5/18,2021/11/14,每300元圆梦一个微心愿，共建友好型社区,全国范围,济困救灾,1
关爱户外工作者,53604525367013219RM47253,2021/5/18,2021/11/14,爱心冰柜提供100天清凉饮品，三伏天让户外工作者共享清凉,黑龙江省,济困救灾,1
守护天使为爱发声,53933656082008749RP78721,2021/5/18,2021/11/14,5000元一例手术，改变困境家庭的唇腭裂孩子一生,广东省,疾病救助,1
同心助梦,53941509446443311TV93567,2021/5/18,2021/11/14,为困境儿童和爱心人士之间搭建爱心筑梦桥梁,山东省,教育助学,1
阅读温暖小城行动,53479439193565578GK14760,2021/5/18,2021/11/14,引入前沿人文，以阅读提振本地精神，用公益推行社区营造。,浙江省,教育助学,1
僧伽安养计划,53566830040461219VG46714,2021/5/18,2021/11/14,为常年护持道场的孤寡老人提供养老服务。,全国范围,济困救灾,1
如意树西部健康行动,53806339218981733LM14490,2021/5/18,2021/11/14,为边远农牧民提供 预防-体检-治疗一站式医疗援助服务,中西部地区,疾病救助,1
黄金第一口奶2021,53831601967517426EY40741,2021/5/18,2021/11/14,让每一位产后妈妈在分娩后，及时获得一次母乳喂养指导服务,全国范围,其他,1
护航小步走,53361465967811887DD49866,2021/5/18,2021/11/14,为核心志愿者团队筹一份安全保障。,四川省,教育助学,1
暖宝包,53680897156547338FR59053,2021/5/18,2021/11/14,为重庆贫困地区的乡村儿童提供健康急救物资及学习用品,重庆市,教育助学,1
关爱儿童心理健康,53376542078123816VK11153,2021/5/18,2021/11/1,提高儿童及其家庭心理健康意识，树立正确的家庭教育观念。,重庆市,教育助学,1
江小红读书廊,53570956530106712OA71919,2021/5/18,2021/6/30,建设农村地区[课余读书走廊]，为学生提供课外读本。,江西省,教育助学,1
一家一个救生圈,53583371860539532QP49640,2021/5/18,2021/6/30,一套救生圈设备，倘若救下一条人命，那就是功德无量！,江西省,济困救灾,1
康复健康小屋,53294556473580925WN18432,2021/5/18,2021/11/1,在乡村建设康复健康小屋，让村民享受康复便利,全国范围,济困救灾,1
女性大病救助计划,53782322477958808VX26840,2021/5/18,2021/11/1,为在津医疗的全国大病女童或女性提供医疗救助及生活帮扶。,天津市,疾病救助,1
送TA另一种黄桃罐头,53111228674715572FL46021,2021/5/18,2021/11/14,为大病儿童送去他们的心愿礼物。,全国范围,济困救灾,1
一张照片的力量,53252241023385409CK78809,2021/5/18,2021/11/14,20元=照片+相框，为山区老人、儿童留下最珍贵的瞬间,陕西省,济困救灾,1
女童生命垂危求救助,53576202110486216PV70603,2021/5/18,2021/11/14,7岁女童患再生障碍性贫血，骨髓移植后肠排异，危在旦夕,河南省,疾病救助,1
做孩子的光,53365639585669743FP16988,2021/5/18,2021/11/14,让孩子读国学书，培养孩子的爱国情怀弘扬中国传统文化精神,湖北省,教育助学,1
伤友信心重建计划,53262908269836159HZ30748,2021/5/18,2021/11/14,让脊髓损伤者增强体质重拾信心，并实现重新回归社会,福建省,济困救灾,1
百蹊班级图书角,53828414829021726KE90799,2021/5/18,2021/11/14,20元，圆山区孩子阅读梦,广东省,教育助学,1
一起守护白衣战士,53980609150792662YA69292,2021/5/18,2021/11/14,为因抗疫或伤医事件受伤的医护人员提供援助,全国范围,疾病救助,1
筑梦品格营,53477802865312262DB55532,2021/5/18,2021/11/14,帮助130名孩子增加亲子互动频率，建立留守儿童伙伴关系。,江苏省,教育助学,1
空中课堂,53480272463473871EL20470,2021/5/18,2021/11/14,为偏远地区学校筹集教育接收设备，提高学生教育水平,全国范围,教育助学,1
神木市共建幸福家园,53557954882847868NT60915,2021/5/18,2021/11/14,巩固脱贫成果，助力乡村振兴。,陕西省,济困救灾,1
内蒙古茁壮儿童计划,53825148236931849PL60899,2021/5/18,2021/11/14,每个季度一次的探访工作，开展活动帮助67名困境中的孩子。,内蒙古自治区,教育助学,1
病房里的重疾宝贝,53430005741518905YF28152,2021/5/18,2021/11/14,不幸罹患重疾的宝贝们渴望活下去，盼援手。,全国范围,疾病救助,1
中西沟慈善幸福家园,53102017862653196XE23315,2021/5/18,2021/11/14,巩固脱贫攻坚成效，对贫困县产业扶持,陕西省,济困救灾,1
给重疾患者一个未来,53637198222489307ZP45477,2021/5/18,2021/11/14,让我们为重疾共筑生命之桨，助他们在人生海洋乘风破浪！,全国范围,疾病救助,1
靖边慈善幸福家园,53243355737352601XF42607,2021/5/18,2021/11/14,巩固脱贫成果，助力乡村振兴,陕西省,济困救灾,1
困境家庭心灵重建,53845301180640989FQ81762,2021/5/18,2021/11/1,从心理上为困境家庭赋能，帮助重建生活信心，幸福和谐。,湖南省,济困救灾,1
临潼区共建幸福家园,53539152729395463BH26233,2021/5/18,2021/11/14,巩固脱贫成果，助力乡村振兴,陕西省,济困救灾,1
桥梓口社区爱心食堂,53733190932468897EE54116,2021/5/18,2021/11/14,为行动不便、无生活来源老年人提供免费用餐送餐服务,陕西省,济困救灾,1
周至县共建幸福家园,53385383070259771QL50622,2021/5/18,2021/11/14,巩固脱贫成果，助力乡村振兴。,陕西省,济困救灾,1
韩城市共建幸福家园,53886547951141372MN67218,2021/5/18,2021/11/14,巩固脱贫成果，助力乡村振兴。,陕西省,其他,1
有爱无碍向阳生长,53337828417437798OR26077,2021/5/17,2021/11/13,营造融合环境，促进残障儿童更好的生活、融入社会,江西省,教育助学,1
心成长图书馆,53509661157912562RK56218,2021/5/17,2021/11/13,培养贫困儿童阅读习惯，让阅读开启新人生。,河北省,教育助学,1
守护郑大新生校园梦,53486130325242152QN73179,2021/5/17,2021/11/13,郑大新生双腿意外重疾，急需医疗费用，盼捐,河南省,疾病救助,1
关爱沿河事实孤儿,53919008823577309DQ88980,2021/5/17,2021/11/13,每10元一份爱心，为沿河事实孤儿送去一道温暖,贵州省,教育助学,1
患癌少年盼望新生,53774602466237652IC70780,2021/5/17,2021/11/13,18岁少年患癌症、白血病，急需治疗费用，盼捐,河南省,疾病救助,1
早产双胞胎命悬一线,53224473165791098JM76431,2021/5/17,2021/11/13,早产双胞胎肺部感染，急需治疗费用，盼捐,河南省,疾病救助,1
守护大病家庭的希望,53587054632417728RQ37706,2021/5/17,2021/11/13,为白血病家庭筹集医疗费用,河北省,疾病救助,1
给留守老人添顿饭,53933497351166490OU48950,2021/5/17,2021/11/13,解决农村幸福院老人的伙食费问题，让老人安度晚年。,陕西省,济困救灾,1
美丽乡村羊光道,53133558179737365TD84624,2021/5/17,2021/11/13,为困难家庭送羊种，让农民[发羊财],陕西省,济困救灾,1
让孩子心灵不再留守,53406307189594181TR88321,2021/5/17,2021/11/13,美化乡村小学环境，提升乡村教师幸福感。,陕西省,教育助学,1
定边县共建幸福家园,53560275837873314FA74556,2021/5/17,2021/11/13,巩固脱贫成果，助力乡村振兴。,陕西省,济困救灾,1
铜川共建幸福家园,53649069695219546GV27843,2021/5/17,2021/11/13,巩固脱贫成果，助力乡村振兴,陕西省,济困救灾,1
莲湖共建幸福家园,53343158998013433AT87394,2021/5/17,2021/11/13,促进社区建设,陕西省,济困救灾,1
情暖失独老人,53384812850502609MF68103,2021/5/17,2021/11/13,为失独老人提供精准帮扶。,天津市,济困救灾,1
援助农村困境老人,53593756043304214LM92264,2021/5/17,2021/11/13,给农村困难老人送生活补贴，点滴爱心，情暖万家。,河南省,济困救灾,1
守护困境大病患者,53287893213159248WV30110,2021/5/17,2021/11/13,为困境大病患者提供紧急救助金，给病患们送去关爱和温暖。,全国范围,疾病救助,1
荆中村共建幸福家园,53182487492272692GF21609,2021/5/17,2021/11/13,巩固脱贫成果，助力乡村振兴,陕西省,济困救灾,1
用爱温暖童心,53383406670949048CG78988,2021/5/17,2021/11/13,以爱之名  情聚泰山暖心包,全国范围,教育助学,1
我为困境妈妈做件事,53475751404832577ME99421,2021/5/17,2021/11/13,捐赠30元，一起为困境妈妈做暖心的小事。,云南省,其他,1
大病困难家庭的希望,53932759146679362HE81422,2021/5/17,2021/11/13,为患大病或重症的低收入家庭筹款,陕西省,疾病救助,1
改善农村卫生服务站,53544427715180534KK16752,2021/5/17,2021/11/13,为农村卫生服务站改善条件，解决群众看病需求筹款。,陕西省,济困救灾,1
流浪猫管理初创营,53863118950015063DE54380,2021/5/17,2021/6/25,关注流浪动物，共建人与动物和谐相处的美好社区环境,上海市,自然保护,1
用爱续航女童助学路,53138909536014118WJ31710,2021/5/17,2021/11/13,向广西困难家庭少数民族女童提供三年在校期间部分生活费用,广西壮族自治区,教育助学,1
榆林共建幸福家园,53522662272702764RN13327,2021/5/17,2021/11/13,巩固脱贫成果，助力乡村振兴。,陕西省,济困救灾,1
红十字光明行动,53536724705339747BK98178,2021/5/17,2021/11/13,帮助需要眼健康的少年儿童，拥有一个光明的未来。,广西壮族自治区,疾病救助,1
公益广告数据库,53963619737068847TS90546,2021/5/17,2021/11/13,制播公益广告，营造公益氛围,全国范围,其他,1
退役军人关爱基金,53240615638633095JC38132,2021/5/17,2021/11/13,帮助困境退役军人提高生活质量,陕西省,济困救灾,1
乡村养老幸福院,53378984234138709TY51582,2021/5/17,2021/11/13,扶持我市民办乡村养老幸福院，助力乡村振兴,陕西省,济困救灾,1
艰难生子却遭血癌,53239165030985151FQ44827,2021/5/17,2021/11/13,农村夫妻试管婴儿得子，孩子却突发血癌，治疗费用庞大,湖北省,疾病救助,1
孤岛援助计划,53963533711163100NU92894,2021/5/17,2021/6/30,为云南麻风村康养人员和家庭提供生活资助和教育支持。,云南省,济困救灾,1
守护瞳年看清未来,53657435519982525VO76054,2021/5/17,2021/11/13,为乡村儿童普及健康护眼知识，提升孩子健康用眼意识。,云南省,教育助学,1
